ID,TotalReplies,TotalResponses,TotalPosts,AverageWordsPerPost,LikeRate,QuestionsAsked,URLSharing,MeanPostsPerThread,ConversationInitiationRate,PostingDiversity,BidirectionalNetwork
2176,5,7,7,137.2857,0.428571,0.142857,0.428571,1.166667,0.166667,3.5,0.090909
2177,14,15,18,163.7222,0.222222,0.333333,0.166667,1.285714,0.142857,3.6,0.035714
2178,6,3,6,25,0,0.5,0,6,1,6,0.285714
2179,1,2,3,92,1,0.333333,0,1.5,0.5,1.5,0
2180,2,1,3,40.3333,0,0,0,1,0,1,0
2181,29,43,86,78.593,0.093023,0.313953,0,3.307692,0,28.666667,0.384615
2182,282,311,756,119.7328,1.742063,0.260582,0.068783,2.392405,0.028481,39.789474,0.478803
2183,4,4,7,942.4286,0,0.857143,0,2.333333,0.333333,3.5,0.142857
2184,52,38,78,102.9487,0.833333,0.153846,0.089744,2.108108,0.351351,7.090909,0.285714
2185,96,116,238,163.2017,0.470588,0.315126,0.058824,2.505263,0.010526,18.307692,0.358974
2186,5,5,9,68.5556,0,0.222222,0.222222,4.5,1,4.5,0.428571
2187,36,43,80,95.55,0.2125,0.3875,0.025,7.272727,0.545455,26.666667,0.436364
2188,205,237,445,51.3955,0.995506,0.355056,0.031461,2.20297,0.133663,24.722222,0.376947
2189,41,45,66,129.8333,0.5,0.515152,0.060606,1.885714,0.114286,7.333333,0.211268
2190,5,2,5,42.4,0,0.6,0,1,0.4,1.666667,0
2191,53,52,53,32.8679,1.018868,0.150943,0,1.104167,0,4.416667,0.153846
2192,7,6,11,99.5455,0.272727,0.636364,0,2.2,0.4,2.75,0.181818
2193,5,6,8,253.625,0.125,0.25,0.25,2.666667,0.333333,2.666667,0.375
2194,42,32,41,93.122,0.585366,0.292683,0,1.366667,0.133333,3.153846,0.275862
2195,53,42,62,149.9032,0.387097,0.403226,0,2,0.096774,6.2,0.30137
2196,6,14,10,129.8,2.4,0.5,0.2,2.5,0,10,0.25
2197,79,108,126,139.0079,1.206349,0.238095,0.039683,1.594937,0.037975,7.411765,0.289655
2198,180,180,265,57.2491,0.815094,0.256604,0.098113,1.625767,0.122699,14.722222,0.348315
2199,4,7,5,91.2,0.8,0,0.2,1.666667,0,1.666667,0.222222
2200,56,57,86,73.6047,1.418605,0.104651,0.127907,5.375,0.25,21.5,0.345238
2201,183,196,431,79.7077,0.87239,0.296984,0.081206,2.535294,0.2,35.916667,0.452107
2202,91,141,296,96.1047,0.047297,0.361486,0.023649,7.589744,0.076923,29.6,0.380952
2203,18,11,17,37.0588,1,0.294118,0,8.5,1,17,0.26087
2204,9,10,17,145.2941,0,0.294118,0,5.666667,0,8.5,0.357143
2205,18,21,29,181.2414,0.448276,0.275862,0.034483,2.636364,0.181818,7.25,0.344828
2206,4,3,6,141.1667,0.833333,0,0,1,0.5,1.2,0
2207,106,128,154,51.4351,0.909091,0.084416,0.064935,1.524752,0.019802,11.846154,0.278689
2208,26,33,40,148.125,0.925,0.275,0.15,2.105263,0.052632,20,0.404762
2209,29,36,33,72.1212,1.060606,0.181818,0.030303,1.32,0,8.25,0.181818
2210,1,1,2,41,0,0,0,2,1,2,1
2211,44,62,69,104.2464,0.492754,0.362319,0,1.725,0,9.857143,0.261905
2212,2,1,3,101,0,0.666667,0,1.5,1,3,0
2213,6,5,12,66.75,0.333333,0.5,0,12,0,6,0.375
2214,2,1,3,39.6667,0.333333,0.666667,0,1.5,1,1.5,0.5
2215,8,5,10,56,0.1,0.4,0.1,1.111111,0.333333,2.5,0.083333
2216,8,5,10,221.8,0.2,0.7,0.1,2,0.6,10,0.3
2217,4,3,7,139.1429,0.142857,0.285714,0,3.5,0,7,0.4
2218,44,49,67,39.6418,0.955224,0.074627,0.164179,2.913043,0,8.375,0.367647
2219,6,7,14,76.3571,0,0.071429,0,14,0,14,0.625
2220,2,2,3,82.6667,0,0,0,1.5,0.5,1.5,0
2221,1,1,2,131,0.5,0,0,2,0,2,0
2222,1,1,2,156,0,0.5,0,1,0.5,2,1
2223,5,6,12,35.8333,0,0.083333,0,12,1,12,0.571429
2224,109,89,153,83.7124,0.862745,0.228758,0.091503,2.04,0.173333,19.125,0.269231
2225,20,20,39,52.2308,0.128205,0.179487,0,1.857143,0.190476,13,0.428571
2226,6,3,7,68.7143,0.285714,0.571429,0,3.5,0,7,0.285714
2227,161,192,358,99.4553,0.664804,0.209497,0.061453,2.418919,0.060811,17.9,0.395257
2228,5,7,18,141.5556,0,0.666667,0,9,0,18,0.714286
2229,50,46,52,178.5385,1.365385,0.403846,0.076923,1.733333,0.266667,4.727273,0.170732
2230,9,7,12,44.5833,0.166667,0.25,0,2.4,0.2,4,0.230769
2231,82,97,139,72.9424,0.690647,0.136691,0.05036,2.482143,0.107143,139,0.325926
2232,12,17,18,59.1667,1.055556,0.444444,0.055556,3.6,0.2,4.5,0.318182
2233,2,1,3,48.6667,0,0.666667,0,3,0,3,0.5
2234,5,2,5,112,0.4,0.6,0,2.5,1,2.5,0.4
2235,94,106,173,203.5954,0.803468,0.421965,0.017341,2.790323,0.080645,14.416667,0.408451
2236,12,20,20,123.6,0.2,0.25,0.1,2,0.1,3.333333,0.185185
2237,2,2,3,175,0,0.666667,0,1.5,0.5,1.5,1
2238,6,6,14,48.2143,1.071429,0.214286,0.285714,1.555556,0.555556,3.5,0
2239,3,3,7,41.8571,0,0.285714,0,3.5,0,3.5,0.2
2240,10,7,14,52.1429,0.071429,0.285714,0,1.75,0.125,2.333333,0.133333
2241,3,5,7,211.2857,0.857143,0.142857,0.285714,1.75,0.5,3.5,0.333333
2242,4,5,7,36.2857,0.142857,0.428571,0,1.166667,0,2.333333,0
2243,29,29,35,58,0.428571,0.342857,0.057143,1.842105,0.052632,4.375,0.137255
2244,2,2,3,562,0.333333,0.333333,0,1.5,0.5,1.5,0.333333
2245,57,43,91,68.978,0.241758,0.197802,0,3.956522,0.217391,13,0.388889
2246,2,1,3,96,0,0,0.333333,3,1,3,0.5
2247,1,1,3,38,0,0.666667,0,3,0,3,1
2248,29,30,59,76,0.881356,0.254237,0.084746,2.458333,0.208333,14.75,0.404762
2249,3,2,4,23,0,0.75,0,2,1,4,0.25
2250,4,5,7,275.8571,0.714286,0.714286,0,3.5,0.5,7,0.285714
2251,6,1,17,91.5882,0.588235,0.235294,0.235294,1.888889,0.777778,4.25,0
2252,37,38,51,44.7843,1.117647,0.235294,0.117647,1.758621,0,51,0.271186
2253,209,278,557,91.2585,0.626571,0.32675,0.168761,2.109848,0.075758,27.85,0.471299
2254,15,16,56,61.3393,0,0.428571,0,14,0.5,18.666667,0.55
2255,3,4,9,72.4444,0.111111,0.333333,0.111111,9,0,9,0.4
2256,1,1,4,1194.25,0.5,0.5,0.25,1.333333,0.666667,4,0
2257,12,13,26,463.6154,1.076923,0.230769,0.384615,3.25,0.625,26,0.470588
2258,17,8,17,102.9412,0,0.294118,0,4.25,0.5,5.666667,0.25
2259,3,1,3,66.3333,0,0.666667,0,1.5,1,3,0.333333
2260,6,9,10,20.2,0.9,0.2,0,10,1,10,0.5
2261,1,4,5,74,0.8,0,0,1,0,1.25,0
2262,60,62,56,104.6071,0.803571,0.303571,0,1.931034,0.103448,6.222222,0.297872
2263,416,571,1609,57.6911,0.675575,0.352393,0.031697,2.305158,0.017192,57.464286,0.488688
2264,183,211,370,161.7919,0.386486,0.310811,0.059459,2.761194,0.097015,17.619048,0.417266
2265,27,29,35,28.5143,0.4,0.114286,0.028571,1.25,0,2.916667,0.076923
2266,97,100,118,82.5254,0.338983,0.372881,0.084746,1.735294,0.014706,8.428571,0.246835
2267,22,23,26,82.5,0.384615,0.269231,0.038462,1.733333,0,6.5,0.285714
2268,2,2,4,53,0.25,0,0,2,0.5,4,0.333333
2269,194,218,385,44.7273,0.493506,0.298701,0.028571,1.54,0.132,25.666667,0.364238
2270,366,452,1681,83.204,0.523498,0.377751,0.081499,3.599572,0.175589,73.086957,0.498168
2271,45,36,47,64.5532,0.361702,0.212766,0.085106,1.175,0.025,5.875,0.109589
2272,23,25,54,98.8148,0.518519,0.296296,0.092593,3.375,0.1875,6.75,0.263158
2273,14,12,14,217,1.928571,0.214286,0.071429,2.333333,0.166667,3.5,0.238095
2274,22,19,21,57.2857,0.761905,0.333333,0.047619,1.5,0,3,0.205882
2275,2,1,4,81,1.25,0.25,0,4,0,4,0.5
2276,6,4,7,172.4286,0,0.428571,0,1,0.285714,1.75,0.111111
2277,3,1,4,34.25,0,0.25,0,2,1,4,0.333333
2278,166,176,327,81.841,0.458716,0.293578,0.125382,2.616,0.2,18.166667,0.443038
2279,31,36,41,48.6829,0.731707,0.243902,0.195122,1.242424,0.151515,3.727273,0.264151
2280,127,130,222,200.3018,0.662162,0.36036,0.211712,2.074766,0.037383,20.181818,0.317949
2281,33,30,51,64.1176,0.941176,0.137255,0.098039,1.888889,0.074074,4.636364,0.145455
2282,7,5,11,96.3636,0.181818,0.181818,0.090909,2.75,1,2.75,0.5
2283,128,115,186,58.2849,1.016129,0.327957,0.032258,2.818182,0.212121,16.909091,0.327869
2284,17,14,26,438.6154,0.038462,0.307692,0,5.2,0.4,6.5,0.409091
2285,2,2,6,75.6667,0.166667,0.166667,0,3,1,3,0.333333
2286,9,14,12,62.1667,0.166667,0.333333,0,1.714286,0.142857,2,0.045455
2287,158,182,306,21.0098,0.267974,0.153595,0.045752,1.342105,0.039474,15.3,0.273408
2288,7,6,12,36.75,0.083333,0.333333,0,12,1,12,0.444444
2289,121,139,253,87.4625,0.806324,0.241107,0.118577,2.908046,0.022989,23,0.375661
2290,10,9,16,239.6875,0.0625,0.5625,0,3.2,0,5.333333,0.266667
2291,12,19,14,154.1429,0.357143,0.5,0,1.272727,0,1.75,0.148148
2292,294,388,1340,46.9112,1.268657,0.210448,0.015672,4.072948,0.009119,63.809524,0.451064
2293,2,2,6,179.5,1.5,0,0,6,0,6,0
2294,2,3,7,149,0.714286,0.142857,0.142857,2.333333,0.333333,3.5,0.25
2295,3,2,6,638.1667,0.333333,0.333333,0.333333,1.2,0.8,3,0
2296,7,8,11,42.3636,0.363636,0.454545,0,1.222222,0.222222,2.2,0.153846
2297,7,5,12,15.4167,2.666667,0.75,0,3,0.75,3,0.5
2298,10,10,14,112.6429,0.285714,0.428571,0,2.333333,0.333333,4.666667,0.333333
2299,85,87,97,68.866,0.752577,0.360825,0.010309,1.732143,0.089286,7.461538,0.246377
2300,15,9,12,52.5833,0.5,0.416667,0,1.5,0.375,2.4,0.043478
2301,9,9,13,15.0769,1.076923,0.153846,0.692308,1.181818,0.454545,6.5,0.2
2302,44,40,63,120.5873,0.333333,0.47619,0.015873,2.423077,0.192308,5.727273,0.3125
2303,1,2,3,135,0.666667,0.333333,0,1,0.333333,1,0
2304,4,4,8,242.25,0.75,0.125,0.125,4,1,8,0.142857
2305,10,15,26,411.6923,1.076923,0.269231,0,3.714286,0.142857,4.333333,0.315789
2306,204,227,330,80.5636,1.615152,0.239394,0.036364,2.214765,0.020134,15.714286,0.359621
